Episode:,109/40000,,score:,-10,,e:0.078,,time,46,4.6531524658
Episode:,110/40000,,score:,-10,,e:0.077,,time,159,16.2126784325
Episode:,111/40000,,score:,-10,,e:0.075,,time,184,19.142639637
Episode:,112/40000,,score:,-10,,e:0.075,,time,62,6.3891720772
Episode:,113/40000,,score:,-10,,e:0.074,,time,54,5.507463932
Episode:,114/40000,,score:,-10,,e:0.072,,time,286,29.2399988174
Episode:,115/40000,,score:,-10,,e:0.072,,time,44,4.4734735489
Episode:,116/40000,,score:,-10,,e:0.071,,time,163,16.8023080826
Episode:,117/40000,,score:,-10,,e:0.07,,time,55,5.5957045555
Episode:,118/40000,,score:,-10,,e:0.069,,time,249,25.7750246525
Episode:,119/40000,,score:,-10,,e:0.066,,time,426,43.7169542313
Episode:,120/40000,,score:,-10,,e:0.062,,time,653,84.0674200058
Episode:,121/40000,,score:,-10,,e:0.061,,time,114,11.5982925892
Episode:,122/40000,,score:,-10,,e:0.06,,time,135,13.6727917194
Episode:,123/40000,,score:,-10,,e:0.06,,time,63,6.3925933838
Episode:,124/40000,,score:,-10,,e:0.059,,time,179,17.6254475117
Episode:,125/40000,,score:,-10,,e:0.056,,time,504,51.5847899914
Episode:,126/40000,,score:,-10,,e:0.055,,time,72,7.3121824265
Episode:,127/40000,,score:,-10,,e:0.055,,time,103,10.4569268227
Episode:,128/40000,,score:,-10,,e:0.051,,time,794,81.0267076492
Episode:,129/40000,,score:,-10,,e:0.05,,time,132,13.5570847988
Episode:,130/40000,,score:,-10,,e:0.05,,time,53,5.3990828991
Episode:,131/40000,,score:,-10,,e:0.049,,time,83,8.4957585335
Episode:,132/40000,,score:,-10,,e:0.049,,time,59,6.0661020279
Episode:,133/40000,,score:,-10,,e:0.048,,time,251,25.7618570328
